,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SqFtPerRoom,Total_Home_Quality,Total_Bathrooms,HighQualSF,Age
1102,4,3,70.0,7000,1,3,3,0,4,0,12,2,2,0,2,5,7,1960,1,1,13,14,1,45.0,3,4,1,4,4,3,5,588,6,0,422,1010,1,0,1,4,1134,0,0,1134,0,0,1,0,2,1,3,6,6,0,1,1960.0,2,1,254,5,5,2,0,16,0,0,0,0,0,6,1,8,3,135000,141.75,12,1.0,2945.0,47
1103,4,3,79.0,8910,1,3,3,0,0,0,12,2,2,0,2,6,6,1959,3,1,3,3,2,0.0,3,4,1,4,4,2,0,655,6,0,0,655,1,0,1,4,1194,0,0,1194,0,1,1,0,3,1,3,6,6,1,3,1954.0,0,2,539,5,5,2,0,0,192,0,0,0,0,9,0,8,4,159500,149.25,12,1.5,2985.0,47
1104,1,4,24.0,2016,1,3,3,0,4,0,2,2,2,4,5,5,5,1970,1,1,6,6,1,304.0,3,4,1,4,4,3,6,0,6,0,630,630,1,4,1,4,630,672,0,1302,0,0,2,1,3,1,3,6,6,0,5,1970.0,3,2,440,5,5,2,0,0,0,0,0,0,0,6,1,8,4,106000,130.2,10,2.5,3443.0,37
1105,9,3,98.0,12256,1,0,3,0,0,0,15,2,2,0,5,8,5,1994,1,1,6,6,1,362.0,2,4,2,0,4,0,2,1032,6,0,431,1463,1,0,1,4,1500,1122,0,2622,1,0,2,1,3,1,2,9,6,2,1,1994.0,2,2,712,5,5,2,186,32,0,0,0,0,0,6,4,8,4,325000,201.69230769230768,13,3.5,6693.5,16
1106,4,3,114.0,10357,1,0,3,0,0,0,20,1,2,0,2,7,5,1990,3,1,6,6,2,0.0,2,4,2,2,4,2,2,738,6,0,172,910,1,2,1,4,1442,0,0,1442,1,0,2,0,3,1,2,6,6,1,1,1990.0,0,2,719,5,5,2,0,244,0,0,0,0,0,7,1,8,4,179900,160.22222222222223,12,3.0,3698.5,17
1107,9,3,168.0,23257,1,2,1,0,1,0,8,2,2,0,5,7,5,2006,1,1,12,13,2,0.0,2,4,2,0,1,3,6,0,6,0,868,868,1,0,1,4,887,1134,0,2021,0,0,2,1,3,1,2,9,6,1,3,2006.0,2,2,422,5,5,2,0,100,0,0,0,0,0,11,0,6,5,274725,155.46153846153845,12,2.5,4687.0,0
1108,9,3,60.51732640615607,8063,1,3,3,0,4,0,8,2,2,0,5,6,5,2000,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0,6,0,924,924,1,0,1,4,948,742,0,1690,0,0,2,1,3,1,3,7,6,1,1,2000.0,2,2,463,5,5,2,100,48,0,0,0,0,0,2,1,8,0,181000,153.63636363636363,11,2.5,4073.5,7
1109,4,3,107.0,11362,1,0,3,0,4,0,16,2,2,0,2,8,5,2004,1,1,8,8,3,42.0,2,4,2,0,4,2,2,1039,6,0,797,1836,1,0,1,4,1836,0,0,1836,1,0,2,0,3,1,2,7,6,1,1,2004.0,0,3,862,5,5,2,125,185,0,0,0,0,0,5,3,8,4,280000,183.6,13,3.0,5063.0,5
1110,9,3,63.93139903645573,8000,1,3,3,0,4,0,8,2,2,0,5,6,5,1995,1,1,6,6,2,0.0,3,4,2,2,4,3,2,219,6,0,554,773,1,2,1,4,773,885,0,1658,1,0,2,1,3,1,3,8,6,1,1,1995.0,0,2,431,5,5,2,224,84,0,0,0,0,0,8,2,8,4,188000,138.16666666666666,11,3.5,3918.0,13
1111,9,3,80.0,10480,1,3,3,0,4,0,14,2,2,0,5,7,6,1976,3,1,9,10,1,660.0,3,4,1,4,4,3,0,403,6,0,400,803,1,4,1,4,1098,866,0,1964,0,0,2,1,4,1,3,8,6,1,1,1976.0,2,2,483,5,5,2,0,69,0,0,0,0,0,11,2,8,4,205000,163.66666666666666,13,2.5,5231.0,32
1112,4,3,73.0,7100,1,0,3,0,0,0,12,2,2,0,2,5,7,1957,1,1,14,15,2,0.0,3,4,1,4,4,3,2,708,6,0,108,816,1,4,1,0,816,0,0,816,1,0,1,0,2,1,3,5,6,0,5,1957.0,3,1,308,5,5,2,0,0,0,0,0,0,0,9,0,8,4,129900,116.57142857142857,12,2.0,2194.0,49
1113,4,3,66.0,8923,1,3,3,0,4,0,12,2,2,0,2,5,7,1953,1,1,13,14,2,0.0,3,4,1,4,4,3,1,643,6,0,365,1008,1,2,1,4,1008,0,0,1008,1,0,1,0,2,1,2,6,6,0,1,1953.0,3,1,240,5,5,2,0,18,0,0,0,0,0,7,1,8,4,134500,126.0,12,2.0,2640.0,54
1114,4,3,90.0,5400,1,3,3,0,4,0,17,2,2,0,2,5,7,1954,1,1,8,8,2,0.0,3,2,1,4,4,3,5,415,6,0,418,833,1,0,1,4,833,0,0,833,0,0,1,0,2,1,2,4,6,0,5,1955.0,3,1,326,5,5,2,0,0,0,0,0,0,0,10,0,8,4,117000,138.83333333333334,12,1.0,2245.5,52
1115,4,3,93.0,12085,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,3,1,12,13,3,328.0,2,4,2,0,4,3,2,1004,6,0,730,1734,1,0,1,4,1734,0,0,1734,1,0,2,0,3,1,0,7,6,1,1,2007.0,2,3,928,5,5,2,0,0,0,0,0,0,0,2,1,6,5,318000,173.4,13,3.0,5127.0,0
1116,12,3,63.46040072655576,7750,1,3,3,0,4,0,8,2,2,0,7,8,5,2002,3,1,12,13,2,0.0,2,4,2,2,4,3,2,353,6,0,55,408,1,0,1,4,779,640,0,1419,1,0,2,1,3,1,2,7,6,1,3,2002.0,0,2,527,5,5,2,120,0,0,0,0,0,0,5,3,8,4,184100,129.0,13,3.5,3305.5,7
1117,4,3,57.0,9764,1,0,3,0,2,0,19,1,2,0,2,5,7,1967,1,1,12,13,2,0.0,3,4,1,4,4,3,1,702,6,0,192,894,1,0,1,4,894,0,0,894,1,0,1,0,3,1,2,5,6,0,1,1967.0,2,2,450,5,5,2,0,0,0,0,0,0,0,7,2,8,4,130000,127.71428571428571,12,2.0,2460.0,41
1118,12,3,85.0,13825,1,3,3,0,4,0,19,2,2,0,7,5,6,1958,1,1,8,8,2,0.0,3,2,1,4,4,3,6,0,6,0,533,533,1,4,1,4,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,3,1958.0,2,1,300,5,5,2,280,34,0,0,0,0,0,3,2,8,4,140000,200.125,11,1.5,3618.5,50
1119,4,3,70.0,7560,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1,1,3,14,2,0.0,3,4,1,4,4,3,3,369,6,0,671,1040,1,4,1,0,1040,0,0,1040,0,0,1,0,3,1,3,6,6,0,1,1959.0,2,1,286,5,5,2,140,0,252,0,0,0,0,9,0,8,4,133700,130.0,10,1.0,2743.0,47
1120,5,4,59.0,8263,1,3,0,0,4,1,9,2,2,0,2,6,5,1920,1,1,3,3,2,0.0,3,4,0,4,4,3,6,0,6,0,1012,1012,1,4,1,0,1012,0,0,1012,0,0,1,0,2,1,3,6,6,1,5,1920.0,3,1,308,5,5,2,0,22,112,0,0,0,0,7,1,8,4,118400,126.5,11,1.0,2684.0,87
1121,4,3,84.0,10084,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,1,1,12,13,1,196.0,2,4,2,2,4,0,2,24,6,0,1528,1552,1,0,1,4,1552,0,0,1552,0,0,2,0,3,1,2,7,6,0,1,2005.0,2,3,782,5,5,2,144,20,0,0,0,0,0,9,0,6,5,212900,155.2,12,2.0,4467.0,1
1122,4,3,72.64768053777712,8926,1,0,3,0,0,0,7,2,2,0,2,4,3,1956,1,1,0,0,2,0.0,3,4,1,4,4,3,6,0,6,0,672,672,1,0,1,0,960,0,0,960,0,0,1,0,3,1,3,5,6,0,2,1956.0,3,1,288,5,5,2,64,0,0,0,160,0,0,1,3,0,0,112000,137.14285714285714,7,1.0,2400.0,53
1123,4,3,50.0,9405,1,3,3,0,4,0,7,2,2,0,2,5,9,1947,3,1,12,13,2,0.0,3,0,1,4,4,3,6,0,6,0,698,698,1,0,1,4,698,0,0,698,0,1,1,0,2,1,3,4,6,0,6,2005.0,1,0,0,3,3,2,0,200,0,0,0,0,0,8,3,8,4,118000,116.33333333333333,14,1.5,1745.0,62
1124,12,3,75.92162293059027,9125,1,0,3,0,4,0,8,2,2,0,7,7,5,1992,1,1,6,6,1,170.0,3,4,2,2,4,3,6,0,6,0,384,384,1,2,1,4,812,670,0,1482,0,0,2,1,3,1,2,7,6,1,1,1992.0,0,2,392,5,5,2,100,25,0,0,0,0,0,9,1,8,4,163900,134.72727272727272,12,2.5,3522.0,15
1125,4,3,60.0,10434,1,3,3,0,4,0,12,2,2,0,2,4,5,1955,1,1,9,10,2,0.0,3,4,1,4,4,3,6,0,6,0,1005,1005,1,4,1,4,1005,0,0,1005,0,0,1,0,2,1,1,5,6,1,5,1977.0,3,2,672,1,1,2,0,0,0,0,0,0,0,2,3,8,4,115000,143.57142857142858,9,1.0,2848.5,54
1126,0,3,53.0,3684,1,3,3,0,4,0,0,2,2,4,2,7,5,2007,3,1,12,13,1,130.0,2,4,2,2,4,3,6,0,6,0,1373,1373,1,0,1,4,1555,0,0,1555,0,0,2,0,2,1,2,7,6,1,1,2007.0,0,3,660,5,5,2,143,20,0,0,0,0,0,8,3,8,4,174000,155.5,12,2.0,4256.5,2
1127,4,3,182.0,14572,1,2,3,0,0,0,8,2,2,0,2,7,5,2004,3,1,12,13,2,0.0,2,4,2,2,4,0,2,1300,6,0,230,1530,1,0,1,4,1530,0,0,1530,1,0,2,0,3,1,2,7,6,1,1,2004.0,0,3,630,5,5,2,144,36,0,0,0,0,0,2,1,8,3,259000,153.0,12,3.0,4140.0,3
1128,9,3,59.0,11796,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0,6,0,847,847,1,0,1,4,847,1112,0,1959,0,0,2,1,4,1,2,8,6,1,3,2004.0,0,2,434,5,5,2,100,48,0,0,0,0,0,9,1,8,4,215000,163.25,12,2.5,4558.5,3
1129,14,4,60.0,7200,1,3,3,0,4,0,17,2,2,2,6,5,5,1980,1,1,8,8,1,180.0,3,4,1,2,4,1,2,936,6,0,0,936,1,4,1,4,936,0,0,936,1,0,1,0,2,1,3,4,6,0,5,1980.0,3,2,672,5,5,2,49,0,0,0,0,0,0,10,1,8,4,140000,156.0,10,2.0,2856.0,27
1130,8,3,65.0,7804,1,3,3,0,4,0,18,2,2,0,0,4,3,1928,1,1,14,10,2,0.0,3,4,0,4,4,3,1,622,6,0,500,1122,1,4,1,4,1328,653,0,1981,1,0,2,0,4,1,2,7,3,2,5,1981.0,3,2,576,5,5,2,431,44,0,0,0,0,0,3,3,8,4,135000,198.1,7,3.0,4811.0,81
1131,4,3,63.0,10712,1,3,3,0,4,0,11,2,2,0,2,5,5,1991,1,1,6,6,2,0.0,3,4,2,2,4,2,1,212,6,0,762,974,1,4,1,4,974,0,0,974,0,0,1,0,3,1,3,5,6,0,6,2005.0,1,0,0,3,3,2,0,28,0,0,0,0,0,11,1,7,0,93500,139.14285714285714,10,1.0,2435.0,16
1132,10,4,90.0,9900,1,3,3,0,4,0,17,2,2,0,5,6,4,1880,1,1,13,14,2,0.0,3,4,0,4,4,2,6,0,6,0,1008,1008,2,4,1,4,1178,1032,0,2210,0,0,2,0,5,1,1,8,6,0,5,1930.0,3,1,205,1,5,0,0,48,0,0,0,0,0,7,1,8,4,117500,200.9090909090909,10,2.0,5026.5,127
1133,9,3,80.0,9828,1,0,3,0,4,0,20,2,2,0,5,8,5,1995,1,1,12,13,2,0.0,2,4,2,2,4,3,2,584,6,0,544,1128,1,0,1,4,1142,878,0,2020,0,0,2,1,3,1,2,8,6,1,1,1995.0,2,2,466,5,5,2,0,155,0,0,0,0,0,8,3,8,4,239500,168.33333333333334,13,2.5,4837.0,14
1134,9,3,57.0,8773,1,0,1,0,4,0,8,2,2,0,5,6,5,1997,1,1,12,13,2,0.0,3,4,2,2,4,0,6,0,6,0,916,916,1,2,1,4,916,684,0,1600,0,0,2,1,3,1,3,7,6,1,1,1997.0,0,2,460,5,5,2,100,38,0,0,0,0,0,10,1,8,4,169000,145.45454545454547,11,2.5,3888.0,10
1135,5,4,60.0,6180,1,3,3,0,0,0,3,2,2,0,2,6,5,1926,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0,6,0,960,960,1,4,0,4,986,0,0,986,0,0,1,0,2,1,3,5,6,1,5,1926.0,3,1,180,5,5,2,0,128,0,0,0,0,0,7,1,8,4,102000,140.85714285714286,11,1.0,2542.0,81
1136,8,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,0,6,5,1950,1,1,12,13,2,0.0,3,4,1,4,4,3,1,280,6,0,752,1032,1,4,1,0,1032,220,0,1252,0,0,1,0,3,1,3,6,6,0,1,1950.0,3,1,288,5,5,2,0,0,96,0,0,0,0,6,2,8,0,119000,156.5,11,1.0,3164.0,58
1137,8,3,54.0,6342,1,3,3,0,4,0,19,1,2,0,0,5,8,1875,1,1,12,13,2,0.0,3,2,1,4,4,3,6,0,6,0,780,780,1,2,0,4,780,240,0,1020,0,0,1,0,2,1,3,6,6,0,6,2005.0,1,0,0,3,3,0,0,0,176,0,0,0,0,7,4,8,4,94000,127.5,13,1.0,2430.0,135
1138,4,3,79.93120771066046,9819,1,0,3,0,4,1,11,2,2,0,2,6,5,1977,1,1,9,7,2,0.0,3,4,2,4,4,1,0,1567,6,0,0,1567,1,4,1,4,1567,0,0,1567,1,0,2,0,2,1,2,5,6,2,1,1977.0,2,2,714,5,5,2,264,32,0,0,0,0,0,7,3,8,4,196000,195.875,11,3.0,4274.5,32
1139,5,3,98.0,8731,1,0,3,0,4,0,3,2,2,0,2,5,5,1920,1,1,11,12,2,0.0,3,1,0,4,4,3,1,645,6,0,270,915,1,4,1,4,1167,0,0,1167,0,0,1,0,3,1,3,6,0,1,5,1972.0,3,2,495,5,5,2,0,0,216,0,126,0,0,7,1,8,4,144000,145.875,10,1.0,3039.0,87
1140,4,3,60.0,7350,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,1,1,6,6,2,0.0,3,4,1,4,4,2,0,852,6,0,100,952,1,4,1,4,952,0,0,952,1,0,1,0,2,1,3,4,6,0,5,1988.0,3,2,840,5,5,2,0,0,0,0,0,0,0,8,2,0,0,139000,158.66666666666666,12,2.0,2800.0,57
1141,9,3,62.129396576028476,10304,1,0,3,0,1,0,14,4,2,0,5,5,7,1976,1,1,9,10,1,44.0,3,2,1,4,4,3,0,381,6,0,399,780,1,0,1,4,1088,780,0,1868,1,0,2,1,4,1,2,9,6,1,1,1976.0,3,2,484,5,5,2,448,96,0,0,0,0,0,1,3,8,4,197500,143.69230769230768,12,3.5,4412.0,33
1142,9,3,77.0,9965,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,3,1,12,13,3,340.0,2,4,2,0,4,1,2,1150,6,0,316,1466,1,0,1,4,1466,1362,0,2828,1,0,3,0,4,1,2,11,6,1,3,2006.0,2,3,1052,5,5,2,125,144,0,0,0,0,0,6,1,6,5,424870,188.53333333333333,13,4.0,7255.0,1
1143,4,3,59.59957323961173,9000,1,3,3,0,4,0,19,2,2,0,2,5,3,1959,1,1,13,10,2,0.0,3,4,1,4,4,3,2,288,6,0,718,1006,1,4,1,4,1006,0,0,1006,0,0,1,0,3,1,3,5,6,0,6,2005.0,1,0,0,3,3,2,0,24,0,0,0,0,0,9,2,8,4,80000,143.71428571428572,8,1.0,2515.0,49
1144,3,3,60.0,12180,1,3,3,0,4,0,7,2,2,1,0,4,4,1941,1,1,8,8,2,0.0,3,1,0,2,4,3,1,348,6,0,324,672,3,1,0,0,672,252,0,924,1,0,1,0,2,1,1,5,6,0,5,1941.0,3,1,280,5,5,2,0,0,0,0,0,0,0,9,4,8,4,80000,132.0,8,2.0,2324.0,69
1145,8,4,52.0,6240,1,3,3,0,4,0,3,2,2,0,0,5,6,1928,1,1,8,8,2,0.0,3,4,0,4,4,3,6,0,6,0,1042,1042,1,0,1,4,1042,534,0,1576,0,0,1,0,3,1,3,8,6,1,5,1928.0,3,1,225,5,5,2,0,0,0,0,0,0,0,10,0,8,3,149000,157.6,11,1.0,3785.5,78
1146,4,3,76.10899096664969,11200,1,3,3,0,4,0,20,2,2,0,2,6,5,1985,1,1,13,15,1,85.0,2,4,1,2,4,3,2,1258,6,0,40,1298,1,4,1,4,1298,0,0,1298,1,0,2,0,3,1,2,5,6,1,1,1985.0,3,2,403,5,5,2,165,26,0,0,0,0,0,7,0,8,4,180000,162.25,11,3.0,3531.5,21
1147,10,3,75.0,12000,1,3,0,0,4,0,6,2,2,0,5,7,7,1941,1,1,8,8,2,0.0,3,4,1,4,4,3,5,275,6,0,429,704,1,0,1,4,860,704,0,1564,0,0,1,1,3,1,1,7,6,1,1,1941.0,3,1,234,5,5,2,0,0,0,0,0,0,0,9,3,8,4,174500,156.4,14,1.5,3597.0,68
1148,8,4,52.935436224402935,5700,1,3,3,0,4,0,17,2,2,0,0,7,7,1926,1,1,13,14,2,0.0,3,4,2,4,4,3,6,0,6,0,572,572,1,4,1,4,572,539,0,1111,0,0,1,0,2,1,3,5,6,1,5,1982.0,3,1,288,5,5,2,0,0,176,0,0,0,0,10,2,8,4,116900,158.71428571428572,14,1.0,2652.0,82
1149,10,4,50.0,9000,1,3,3,0,4,0,17,0,2,0,5,7,9,1920,3,1,12,13,2,0.0,3,2,2,4,4,3,0,624,6,0,26,650,1,0,1,4,832,650,0,1482,0,1,1,0,3,1,3,7,6,0,5,1930.0,3,2,324,5,5,2,0,0,0,0,0,0,0,9,3,8,4,143000,164.66666666666666,16,1.5,3451.0,89
1150,4,3,57.0,8280,1,0,3,0,4,0,12,2,2,0,2,6,5,1950,1,1,3,3,2,0.0,3,4,1,4,4,3,6,0,6,0,932,932,1,0,1,0,932,0,0,932,0,0,1,0,2,1,2,4,6,1,1,1950.0,3,1,306,5,5,2,0,0,214,0,0,0,0,2,1,8,4,124000,155.33333333333334,11,1.0,2483.0,57
1151,4,3,134.0,17755,1,3,3,0,4,0,7,2,2,0,2,5,4,1959,1,1,6,10,1,132.0,3,4,1,4,4,3,1,176,6,0,1290,1466,1,4,1,4,1466,0,0,1466,0,0,1,1,3,1,1,6,6,2,1,1959.0,0,2,528,5,5,2,0,140,0,0,100,0,0,2,0,8,4,149900,162.88888888888889,9,1.5,4061.0,47
1152,4,3,90.0,14115,1,0,3,0,4,0,6,2,2,0,2,6,7,1956,1,1,10,11,2,0.0,3,4,2,4,4,3,0,296,2,547,230,1073,1,0,1,4,1811,0,0,1811,0,0,1,0,2,1,0,6,6,1,1,1956.0,0,2,470,5,5,2,0,0,280,0,0,0,0,9,0,8,0,230000,226.375,13,1.0,4393.5,50
1153,5,4,67.173878843437,5890,1,3,3,0,0,0,9,2,2,0,2,6,8,1930,1,1,13,14,2,0.0,2,2,0,4,4,0,0,538,6,0,278,816,1,0,1,4,816,0,0,816,0,0,1,0,2,1,3,5,6,0,5,2002.0,3,1,432,5,5,2,0,0,96,0,0,0,0,8,2,8,4,120500,116.57142857142857,14,1.0,2256.0,78
1154,9,3,75.9016395889408,13700,1,0,3,0,4,0,12,2,2,0,5,7,6,1965,1,1,12,13,3,288.0,3,4,1,4,4,1,0,454,6,0,410,864,1,4,1,4,902,918,0,1820,0,0,1,2,4,1,2,8,6,2,1,1965.0,3,2,492,5,5,2,60,84,0,0,273,0,0,7,2,8,4,201800,151.66666666666666,13,2.0,4606.0,43
1155,4,3,90.0,10768,1,0,3,0,0,0,24,2,2,0,2,5,8,1976,1,1,9,10,2,0.0,2,2,1,2,4,1,0,1157,6,0,280,1437,1,4,1,4,1437,0,0,1437,1,0,2,0,3,1,2,6,6,1,1,1976.0,2,2,528,5,5,2,0,21,0,0,180,0,0,9,1,8,4,218000,159.66666666666666,13,3.0,3856.5,31
1156,12,3,85.0,9350,1,3,3,0,4,0,12,2,2,0,7,5,8,1965,1,1,3,3,2,0.0,3,2,2,4,4,1,0,633,6,0,586,1219,1,2,1,4,1265,0,0,1265,0,1,2,0,3,1,2,6,6,1,1,1965.0,2,2,502,5,5,2,0,92,0,96,0,0,0,1,2,8,4,179900,140.55555555555554,13,2.5,3390.5,43
1157,0,3,34.0,5001,1,0,3,0,4,0,16,2,2,3,2,7,5,2007,1,1,12,13,3,166.0,2,4,2,2,4,3,2,904,6,0,410,1314,1,0,1,4,1314,0,0,1314,1,0,2,0,2,1,2,6,6,1,1,2008.0,2,2,626,5,5,2,172,62,0,0,0,0,0,9,3,8,4,230000,146.0,12,3.0,3764.0,2
1158,4,3,92.0,11932,1,3,3,0,2,0,21,1,2,0,2,8,5,2007,1,1,12,13,3,186.0,2,4,2,2,4,3,6,0,6,0,1580,1580,1,0,1,4,1580,0,0,1580,0,0,2,0,3,1,2,7,6,0,1,2008.0,2,3,830,5,5,2,0,24,0,0,0,0,0,8,2,3,5,235128,158.0,13,2.0,4551.0,1
1159,9,3,76.0,9120,1,3,3,0,4,0,14,2,2,0,5,6,6,1974,3,1,6,6,1,270.0,2,4,1,4,4,3,0,442,6,0,459,901,1,4,1,4,943,933,0,1876,0,0,2,1,4,1,2,8,6,1,1,1974.0,2,2,540,2,5,2,0,69,0,0,0,0,0,9,2,8,4,185000,156.33333333333334,12,2.5,4742.5,34
1160,1,3,24.0,2280,1,3,3,0,4,0,13,2,2,3,5,6,5,1978,1,1,9,2,2,0.0,3,4,1,2,4,3,0,311,6,0,544,855,1,1,1,4,855,601,0,1456,0,0,2,1,3,1,3,7,6,1,1,1978.0,3,2,440,5,5,2,26,0,0,0,0,0,0,9,4,8,4,146000,132.36363636363637,11,2.5,3559.5,32
1161,4,3,57.769943938483316,14778,1,0,2,0,1,0,6,4,2,0,2,6,7,1954,3,1,6,6,1,72.0,2,4,1,4,4,3,1,728,6,0,568,1296,1,0,1,4,1640,0,0,1640,1,0,1,0,3,1,2,7,6,1,5,1993.0,3,2,924,5,5,2,108,0,0,216,0,0,0,2,2,8,4,224000,182.22222222222223,13,2.0,4462.0,54
1162,4,3,109.0,8724,1,3,3,0,4,0,19,2,2,0,2,5,5,1968,1,1,12,13,2,0.0,3,4,1,2,4,3,1,492,6,0,402,894,1,2,1,4,894,0,0,894,0,0,1,0,3,1,3,5,6,1,1,1968.0,0,2,450,5,5,2,0,0,0,0,0,0,0,7,1,8,4,129000,127.71428571428571,10,1.0,2460.0,39
1163,14,3,60.0,12900,1,3,3,0,4,0,19,1,2,2,6,4,4,1969,1,1,9,10,2,0.0,3,4,1,2,4,0,2,1198,6,0,0,1198,1,4,1,4,1258,0,0,1258,2,0,0,2,0,2,3,6,6,0,4,1969.0,3,2,400,1,5,2,120,0,0,0,0,0,0,0,2,8,2,108959,125.8,8,3.0,3315.0,39
1164,12,3,56.14468268656587,16157,1,0,3,0,2,0,24,1,2,0,7,5,7,1978,1,1,9,10,2,0.0,3,4,2,2,4,1,0,680,5,391,289,1360,1,0,1,4,1432,0,0,1432,1,0,1,1,2,1,2,5,6,1,1,1978.0,3,2,588,5,5,2,168,180,0,0,0,0,0,8,1,8,4,194000,179.0,12,2.5,3838.0,29
1165,4,3,79.0,9541,1,0,3,0,4,0,16,2,2,0,2,7,5,2009,1,1,12,13,3,268.0,2,4,2,2,4,3,6,0,6,0,1502,1502,1,0,1,4,1502,0,0,1502,0,0,2,0,3,1,2,7,6,0,1,2009.0,2,2,644,5,5,2,0,114,0,0,0,0,0,11,3,6,5,233170,150.2,12,2.0,4345.0,0
1166,4,3,64.0,10475,1,0,3,0,0,0,5,2,2,0,2,8,5,2008,1,1,12,13,3,72.0,2,4,2,2,4,0,6,0,6,0,1694,1694,1,0,1,4,1694,0,0,1694,0,0,2,0,3,1,2,7,6,0,1,2008.0,2,3,776,5,5,2,160,33,0,0,0,0,0,4,4,8,4,245350,169.4,13,2.0,4695.0,2
1167,9,3,58.0,10852,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,1,1,12,13,2,0.0,3,4,2,2,4,3,2,786,6,0,173,959,1,0,1,4,959,712,0,1671,1,0,2,1,3,1,3,7,6,1,1,2000.0,0,2,472,5,5,2,0,38,0,0,0,0,0,4,0,8,4,173000,151.9090909090909,11,3.5,4057.5,6
1168,10,3,120.0,13728,1,3,3,0,0,0,7,2,2,0,5,6,7,1935,3,1,11,12,2,0.0,3,4,1,4,4,3,5,626,6,0,501,1127,1,0,1,4,1236,872,0,2108,0,0,2,0,4,1,2,7,6,2,2,1935.0,3,2,540,5,5,2,0,0,0,0,90,0,0,9,2,8,4,235000,210.8,13,2.0,5049.5,73
1169,9,3,118.0,35760,1,0,3,0,1,0,15,2,2,0,5,10,5,1995,3,1,6,6,1,1378.0,2,2,2,0,4,1,2,1387,6,0,543,1930,1,0,1,4,1831,1796,0,3627,1,0,3,1,4,1,2,10,6,1,1,1995.0,0,3,807,5,5,2,361,76,0,0,0,0,0,9,0,8,4,625000,241.8,15,4.5,10000.5,11
1170,12,3,76.0,9880,1,3,3,0,4,0,11,2,2,0,7,6,6,1977,1,1,9,10,2,0.0,3,4,1,4,4,0,0,522,6,0,574,1096,1,4,1,4,1118,0,0,1118,1,0,1,0,3,1,3,6,6,1,1,1977.0,0,1,358,5,5,2,203,0,0,0,0,576,0,9,2,8,4,171000,139.75,12,2.0,2963.0,31
1171,4,3,76.0,9120,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,3,1,8,8,2,0.0,3,4,1,4,4,3,0,662,6,0,599,1261,1,0,1,4,1261,0,0,1261,1,0,1,0,3,1,3,6,6,1,1,1958.0,2,2,433,5,5,2,0,0,0,0,288,0,1400,2,2,8,4,163000,157.625,12,2.0,3369.0,50
1172,1,1,35.0,4017,1,0,3,0,4,0,21,2,2,4,5,7,5,2006,1,1,8,8,2,0.0,2,4,2,2,4,3,6,0,6,0,625,625,1,0,1,4,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,5,2006.0,0,2,625,5,5,2,0,54,0,0,0,0,0,5,2,8,4,171900,138.88888888888889,12,2.5,3125.0,2
1173,8,3,138.0,18030,1,0,0,0,4,0,4,2,2,0,0,5,6,1946,1,1,8,8,2,0.0,3,4,1,4,4,3,5,152,1,469,977,1598,1,4,1,4,1636,971,479,3086,0,0,3,0,3,1,0,12,0,1,6,2005.0,1,0,0,3,3,2,122,0,0,0,0,0,0,5,1,8,4,200500,192.875,11,3.0,6492.0,61
1174,10,3,80.0,16560,1,0,3,0,4,0,6,2,2,0,5,6,8,1932,1,1,13,14,2,0.0,3,4,0,2,4,3,5,503,6,0,449,952,1,4,1,4,1170,1175,0,2345,0,0,2,1,4,1,3,9,6,1,5,1932.0,3,2,360,5,5,2,0,0,0,0,0,0,0,9,0,8,4,239000,180.3846153846154,14,2.5,5346.0,74
